TWEET	EMOJI	LANGUAGE
6406		fr
6407		fr
6408		fr
6409	smirking face	fr
6410		fr
6411		fr
6412		fr
6413		fr
6414		fr
6415		fr
6416	birthday cake	fr
6416	wrapped gift	fr
6417		fr
6418		fr
6419		fr
6420	red heart	fr
6420	red heart	fr
6421	grinning face with sweat	fr
6422		fr
6423		fr
6424		fr
6425		fr
6426		fr
6427		fr
6428		fr
6429		fr
6430		fr
6431		fr
6432		fr
6433		fr
6434		fr
6435		fr
6436		fr
6437		fr
6438		fr
6439		fr
6440		fr
6441		fr
6442		fr
6443		fr
6444		fr
6445		fr
6446		fr
6447		fr
6448		fr
6449		fr
6450	fire	fr
6450	fire	fr
6451	raising hands	fr
6452		fr
6453		fr
6454		fr
6455		fr
6456		fr
6457		fr
6458		fr
6459		fr
6460		fr
6461		fr
6462		fr
6463		fr
6464		fr
6465		fr
6466	smiling face with heart-eyes	fr
6467	face with tears of joy	fr
6467	face with tears of joy	fr
6468		fr
6469	smiling face with heart-eyes	fr
6469	smiling face with heart-eyes	fr
6469	loudly crying face	fr
6469	loudly crying face	fr
6469	face with tears of joy	fr
6469	face with tears of joy	fr
6470		fr
6471		fr
6472		fr
6473		fr
6474		fr
6475		fr
6476		fr
6477		fr
6478		fr
6479	sparkles	fr
6479	backhand index pointing down	fr
6479	right arrow	fr
6479	house	fr
6479	right arrow	fr
6480		fr
6481		fr
6482		fr
6483		fr
6484		fr
6485	face with tears of joy	fr
6485	face with tears of joy	fr
6485	face with tears of joy	fr
6485	face with tears of joy	fr
6486		fr
6487		fr
6488	hugging face	fr
6489	slightly smiling face	fr
6490	face with tears of joy	fr
6491		fr
6492		fr
6493		fr
6494		fr
6495		fr
6496		fr
6497		fr
6498		fr
6499		fr
6500		fr
6501		fr
6502		fr
6503		fr
6504		fr
6505	smirking face	fr
6506		fr
6507		fr
6508	shortcake	fr
6508	teacup without handle	fr
6509		fr
6510	loudly crying face	fr
6510	loudly crying face	fr
6511		fr
6512		fr
6513		fr
6514	smirking face	fr
6514	face blowing a kiss	fr
6515		fr
6516		fr
6517		fr
6518		fr
6519		fr
6520		fr
6521		fr
6522		fr
6523		fr
6524	face with rolling eyes	fr
6525		fr
6526	black heart	fr
6527		fr
6528		fr
6529	face with tears of joy	fr
6530		fr
6531		fr
6532		fr
6533		fr
6534		fr
6535		fr
6536		fr
6537		fr
6538		fr
6539		fr
6540		fr
6541		fr
6542	loudly crying face	fr
6543	grinning face with smiling eyes	fr
6543	thumbs up	fr
6544		fr
6545		fr
6546		fr
6547	loudly crying face	fr
6547	loudly crying face	fr
6547	loudly crying face	fr
6548		fr
6549	soccer ball	fr
6550		fr
6551		fr
6552		fr
6553		fr
6554		fr
6555		fr
6556		fr
6557		fr
6558		fr
6559		fr
6560		fr
6561		fr
6562		fr
6563		fr
6564	heavy heart exclamation	fr
6565		fr
6566		fr
6567		fr
6568		fr
6569		fr
6570		fr
6571	expressionless face	fr
6572	face with tears of joy	fr
6573		fr
6574		fr
6575	winking face	fr
6576	shushing face	fr
6577		fr
6578		fr
6579		fr
6580		fr
6581		fr
6582		fr
6583		fr
6584		fr
6585		fr
6586		fr
6587		fr
6588		fr
6589		fr
6590		fr
6591		fr
6592		fr
6593		fr
6594		fr
6595		fr
6596		fr
6597		fr
6598	locked	fr
6599		fr
6600		fr
6601		fr
6602		fr
6603		fr
6604		fr
6605		fr
6606		fr
6607		fr
6608		fr
6609		fr
6610	eyes	fr
6611		fr
6612	grinning face with sweat	fr
6613		fr
6614	face vomiting	fr
6614	face vomiting	fr
6614	face vomiting	fr
6615		fr
6616		fr
6617		fr
6618		fr
6619		fr
6620		fr
6621		fr
6622		fr
6623		fr
6624		fr
6625		fr
6626		fr
6627		fr
6628		fr
6629		fr
6630		fr
6631		fr
6632		fr
6633		fr
6634		fr
6635		fr
6636		fr
6637	face with tears of joy	fr
6638		fr
6639		fr
6640		fr
6641		fr
6642		fr
6643	OK hand	fr
6644	wavy dash	fr
6644	wavy dash	fr
6645		fr
6646		fr
6647		fr
6648		fr
6649		fr
6650		fr
6651	winking face	fr
6652		fr
6653		fr
6654		fr
6655		fr
6656		fr
6657		fr
6658		fr
6659		fr
6660		fr
6661		fr
6662	sleepy face	fr
6663		fr
6664		fr
6665		fr
6666		fr
6667		fr
6668		fr
6669		fr
6670		fr
6671	winking face	fr
6672	flexed biceps	fr
6672	crossed fingers	fr
6673		fr
6674	thumbs up	fr
6675		fr
6676		fr
6677		fr
6678		fr
6679		fr
6680		fr
6681		fr
6682		fr
6683		fr
6684		fr
6685		fr
6686		fr
6687	smiling face with halo	fr
6688		fr
6689		fr
6690		fr
6691		fr
6692		fr
6693		fr
6694	weary face	fr
6695		fr
6696		fr
6697		fr
6698		fr
6699		fr
6700		fr
6701		fr
6702		fr
6703		fr
6704		fr
6705		fr
6706		fr
6707		fr
6708		fr
6709		fr
6710	zany face	fr
6710	winking face	fr
6710	face with tears of joy	fr
6710	face with tears of joy	fr
6710	face with tears of joy	fr
6710	face with tears of joy	fr
6710	ghost	fr
6711	person facepalming	fr
6711	female sign	fr
6712		fr
6713	fire	fr
6714		fr
6715	rolling on the floor laughing	fr
6716		fr
6717		fr
6718	face with tears of joy	fr
6718	face with tears of joy	fr
6718	face with tears of joy	fr
6719		fr
6720		fr
6721		fr
6722	thinking face	fr
6723		fr
6724		fr
6725	face with tears of joy	fr
6726		fr
6727		fr
6728		fr
6729		fr
6730		fr
6731		fr
6732		fr
6733		fr
6734		fr
6735		fr
6736	loudly crying face	fr
6736	loudly crying face	fr
6737		fr
6738		fr
6739		fr
6740		fr
6741		fr
6742		fr
6743	beaming face with smiling eyes	fr
6744		fr
6745		fr
6746		fr
6747	loudly crying face	fr
6747	loudly crying face	fr
6747	loudly crying face	fr
6747	heart with arrow	fr
6747	heart with arrow	fr
6748		fr
6749		fr
6750		fr
6751		fr
6752		fr
6753	face with tears of joy	fr
6754	confused face	fr
6754	thinking face	fr
6755	loudly crying face	fr
6756		fr
6757		fr
6758		fr
6759		fr
6760		fr
6761		fr
6762		fr
6763		fr
6764		fr
6765		fr
6766		fr
6767		fr
6768		fr
6769		fr
6770		fr
6771		fr
6772		fr
6773	smiling face with smiling eyes	fr
6774		fr
6775	face with tears of joy	fr
6776		fr
6777		fr
6778		fr
6779		fr
6780		fr
6781		fr
6782	loudly crying face	fr
6782	loudly crying face	fr
6782	waving hand	fr
6782	waving hand	fr
6782	waving hand	fr
6782	waving hand	fr
6783		fr
6784		fr
6785		fr
6786		fr
6787		fr
6788		fr
6789		fr
6790		fr
6791		fr
6792	beaming face with smiling eyes	fr
6793		fr
6794		fr
6795	squinting face with tongue	fr
6796		fr
6797		fr
6798		fr
6799		fr
6800		fr
6801		fr
6802		fr
6803	purple heart	fr
6803	purple heart	fr
6803	purple heart	fr
6803	purple heart	fr
6803	purple heart	fr
6803	purple heart	fr
6803	purple heart	fr
6803	purple heart	fr
6803	purple heart	fr
6803	purple heart	fr
6803	purple heart	fr
6803	purple heart	fr
6803	purple heart	fr
6803	purple heart	fr
6803	purple heart	fr
6803	purple heart	fr
6803	purple heart	fr
6803	purple heart	fr
6803	purple heart	fr
6803	purple heart	fr
6803	party popper	fr
6803	party popper	fr
6803	party popper	fr
6803	party popper	fr
6803	party popper	fr
6803	party popper	fr
6803	party popper	fr
6803	party popper	fr
6803	confetti ball	fr
6803	confetti ball	fr
6803	confetti ball	fr
6803	confetti ball	fr
6803	confetti ball	fr
6803	confetti ball	fr
6803	confetti ball	fr
6803	confetti ball	fr
6803	confetti ball	fr
6803	confetti ball	fr
6803	confetti ball	fr
6803	crown	fr
6803	crown	fr
6803	crown	fr
6803	crown	fr
6803	crown	fr
6803	crown	fr
6803	crown	fr
6803	crown	fr
6803	crown	fr
6803	crown	fr
6803	crown	fr
6803	crown	fr
6804		fr
6805		fr
6806		fr
6807		fr
6808	face with tears of joy	fr
6809		fr
6810		fr
6811		fr
6812		fr
6813	loudly crying face	fr
6814		fr
6815		fr
6816		fr
6817		fr
6818	smiling face with sunglasses	fr
6818	smiling face with heart-eyes	fr
6819		fr
6820		fr
6821		fr
6822		fr
6823		fr
6824		fr
6825		fr
6826		fr
6827		fr
6828		fr
6829		fr
6830		fr
6831		fr
6832		fr
6833	face with rolling eyes	fr
6834		fr
6835	studio microphone	fr
6836		fr
6837	person shrugging	fr
6837	female sign	fr
6838		fr
6839		fr
6840		fr
6841		fr
6842		fr
6843		fr
6844		fr
6845	loudly crying face	fr
6845	loudly crying face	fr
6845	loudly crying face	fr
6846	crying face	fr
6846	winking face	fr
6847		fr
6848		fr
6849		fr
6850		fr
6851		fr
6852	grinning face with sweat	fr
6853		fr
6854	grinning face with sweat	fr
6855		fr
6856		fr
6857		fr
6858	purple heart	fr
6858	purple heart	fr
6858	purple heart	fr
6858	purple heart	fr
6858	purple heart	fr
6858	purple heart	fr
6859	face with tears of joy	fr
6859	face with tears of joy	fr
6860		fr
6861		fr
6862		fr
6863		fr
6864		fr
6865		fr
6866		fr
6867		fr
6868		fr
6869	sneezing face	fr
6870		fr
6871		fr
6872		fr
6873		fr
6874		fr
6875		fr
6876		fr
6877	red heart	fr
6878		fr
6879		fr
6880		fr
6881		fr
6882		fr
6883		fr
6884		fr
6885		fr
6886		fr
6887		fr
6888	smiling face with sunglasses	fr
6889		fr
6890		fr
6891		fr
6892		fr
6893		fr
6894	loudly crying face	fr
6894	loudly crying face	fr
6895		fr
6896		fr
6897		fr
6898		fr
6899		fr
6900		fr
6901	loudly crying face	fr
6901	loudly crying face	fr
6902		fr
6903		fr
6904		fr
6905		fr
6906		fr
6907		fr
6908		fr
6909	red heart	fr
6909	red heart	fr
6909	red heart	fr
6910		fr
6911		fr
6912	blue heart	fr
6912	grinning face with smiling eyes	fr
6913		fr
6914	face with tears of joy	fr
6915		fr
6916		fr
6917		fr
6918		fr
6919		fr
6920		fr
6921		fr
6922		fr
6923		fr
6924		fr
6925		fr
6926		fr
6927	thumbs down	fr
6928		fr
6929		fr
6930		fr
6931		fr
6932		fr
6933		fr
6934		fr
6935		fr
6936	flushed face	fr
6937	red heart	fr
6937	red heart	fr
6937	red heart	fr
6937	rose	fr
6938		fr
6939		fr
6940		fr
6941		fr
6942		fr
6943		fr
6944		fr
6945		fr
6946		fr
6947		fr
6948		fr
6949		fr
6950		fr
6951		fr
6952		fr
6953		fr
6954	loudly crying face	fr
6954	loudly crying face	fr
6954	loudly crying face	fr
6954	loudly crying face	fr
6955		fr
6956	loudly crying face	fr
6956	loudly crying face	fr
6956	loudly crying face	fr
6956	face with tears of joy	fr
6956	smiling face with heart-eyes	fr
6957		fr
6958		fr
6959		fr
6960	two hearts	fr
6961		fr
6962		fr
6963		fr
6964		fr
6965		fr
6966		fr
6967		fr
6968		fr
6969	hugging face	fr
6970		fr
6971		fr
6972	loudly crying face	fr
6972	loudly crying face	fr
6973		fr
6974	confused face	fr
6974	neutral face	fr
6974	face with tears of joy	fr
6974	face with tears of joy	fr
6975		fr
6976	police car light	fr
6977		fr
6978		fr
6979		fr
6980		fr
6981		fr
6982		fr
6983		fr
6984		fr
6985		fr
6986		fr
6987		fr
6988		fr
6989		fr
6990		fr
6991		fr
6992		fr
6993		fr
6994		fr
6995		fr
6996		fr
6997		fr
6998		fr
6999	right arrow	fr
7000		fr
7001	face with tears of joy	fr
7002		fr
7003	smiling face with heart-eyes	fr
7004		fr
7005		fr
7006		fr
7007	loudly crying face	fr
7007	loudly crying face	fr
7008	hotel	fr
7008	backhand index pointing right	fr
7008	oncoming taxi	fr
7008	telephone receiver	fr
7009		fr
7010	loudly crying face	fr
7011		fr
7012		fr
7013		fr
7014	loudly crying face	fr
7014	red heart	fr
7015		fr
7016		fr
7017		fr
7018		fr
7019		fr
7020		fr
7021		fr
7022		fr
7023		fr
7024	winking face	fr
7025		fr
7026	loudly crying face	fr
7027		fr
7028		fr
7029	upside-down face	fr
7030		fr
7031		fr
7032	grinning face with sweat	fr
7033		fr
7034		fr
7035		fr
7036		fr
7037		fr
7038	right arrow	fr
7039		fr
7040		fr
7041	folded hands	fr
7041	frowning face	fr
7042		fr
7043		fr
7044		fr
7045		fr
7046		fr
7047		fr
7048		fr
7049	smiling face with heart-eyes	fr
7049	smiling face with heart-eyes	fr
7050		fr
7051		fr
7052	red heart	fr
7052	red heart	fr
7052	red heart	fr
7053	loudly crying face	fr
7054		fr
7055		fr
7056		fr
7057		fr
7058		fr
7059		fr
7060		fr
7061		fr
7062	face with tears of joy	fr
7063	crying face	fr
7063	crying face	fr
7063	crying face	fr
7064		fr
7065		fr
7066		fr
7067		fr
7068		fr
7069		fr
7070		fr
7071		fr
7072		fr
7073		fr
7074	beaming face with smiling eyes	fr
7075	military medal	fr
7076		fr
7077	wine glass	fr
7077	bottle with popping cork	fr
7077	cocktail glass	fr
7077	grapes	fr
7078		fr
7079		fr
7080		fr
7081		fr
7082		fr
7083		fr
7084		fr
7085		fr
7086		fr
7087	face screaming in fear	fr
7087	trophy	fr
7087	trophy	fr
7087	trophy	fr
7087	trophy	fr
7087	trophy	fr
7087	trophy	fr
7087	trophy	fr
7087	trophy	fr
7087	trophy	fr
7088		fr
7089		fr
7090		fr
7091		fr
7092		fr
7093		fr
7094		fr
7095		fr
7096		fr
7097		fr
7098	beaming face with smiling eyes	fr
7099		fr
7100		fr
7101		fr
7102		fr
7103		fr
7104		fr
7105		fr
7106		fr
7107		fr
7108		fr
7109		fr
7110		fr
7111		fr
7112		fr
7113		fr
7114		fr
7115		fr
7116	violin	fr
7116	violin	fr
7116	violin	fr
7116	violin	fr
7117		fr
7118		fr
7119		fr
7120		fr
7121		fr
7122		fr
7123	white heavy check mark	fr
7124		fr
7125		fr
7126		fr
7127		fr
7128		fr
7129		fr
7130		fr
7131	thinking face	fr
7132		fr
7133		fr
7134		fr
7135		fr
7136		fr
7137	red circle	fr
7137	backhand index pointing right	fr
7138		fr
7139		fr
7140		fr
7141	smiling face with heart-eyes	fr
7141	smiling face with heart-eyes	fr
7142		fr
7143		fr
7144	airplane	fr
7145		fr
7146		fr
7147		fr
7148		fr
7149	face with tears of joy	fr
7149	face with tears of joy	fr
7150		fr
7151	red heart	fr
7151	red heart	fr
7152	face with tears of joy	fr
7152	face with tears of joy	fr
7153		fr
7154		fr
7155		fr
7156	loudly crying face	fr
7156	loudly crying face	fr
7157		fr
7158		fr
7159		fr
7160		fr
7161		fr
7162		fr
7163		fr
7164		fr
7165		fr
7166		fr
7167		fr
7168		fr
7169		fr
7170		fr
7171		fr
7172		fr
7173		fr
7174		fr
7175	face with tears of joy	fr
7176	flexed biceps	fr
7177	pouting face	fr
7178		fr
7179		fr
7180		fr
7181	money-mouth face	fr
7182		fr
7183		fr
7184		fr
7185		fr
7186	face with tears of joy	fr
7186	dizzy face	fr
7186	dizzy face	fr
7186	dizzy face	fr
7186	blue heart	fr
7186	blue heart	fr
7186	blue heart	fr
7186	flexed biceps	fr
7187		fr
7188		fr
7189		fr
7190		fr
7191		fr
7192		fr
7193		fr
7194		fr
7195		fr
7196		fr
7197		fr
7198		fr
7199		fr
7200		fr
7201		fr
7202	face with tears of joy	fr
7203		fr
7204		fr
7205		fr
7206		fr
7207		fr
7208		fr
7209		fr
7210		fr
7211		fr
7212		fr
7213	loudly crying face	fr
7214		fr
7215		fr
7216		fr
7217	weary face	fr
7218		fr
7219		fr
7220		fr
7221		fr
7222		fr
7223		fr
7224		fr
7225	winking face	fr
7226		fr
7227		fr
7228		fr
7229		fr
7230		fr
7231		fr
7232		fr
7233	smiling face with heart-eyes	fr
7233	smiling face with heart-eyes	fr
7233	smiling face with heart-eyes	fr
7233	smiling face with heart-eyes	fr
7234		fr
7235		fr
7236		fr
7237		fr
7238		fr
7239		fr
7240		fr
7241	expressionless face	fr
7242		fr
7243		fr
7244		fr
7245		fr
7246		fr
7247		fr
7248		fr
7249	face blowing a kiss	fr
7250		fr
7251		fr
7252		fr
7253	loudly crying face	fr
7253	loudly crying face	fr
7253	loudly crying face	fr
7254	loudly crying face	fr
7254	loudly crying face	fr
7254	loudly crying face	fr
7255		fr
7256	loudly crying face	fr
7256	loudly crying face	fr
7257		fr
7258	call me hand	fr
7259		fr
7260		fr
7261		fr
7262		fr
7263		fr
7264		fr
7265		fr
7266		fr
7267		fr
7268		fr
7269		fr
7270		fr
7271		fr
7272		fr
7273		fr
7274		fr
7275		fr
7276		fr
7277		fr
7278		fr
7279		fr
7280		fr
7281		fr
7282	call me hand	fr
7283		fr
7284	skull	fr
7284	skull	fr
7284	skull	fr
7285		fr
7286		fr
7287		fr
7288		fr
7289		fr
7290	person shrugging	fr
7290	female sign	fr
7291		fr
7292	pensive face	fr
7292	love-you gesture	fr
7293		fr
7294	blue heart	fr
7294	blue heart	fr
7294	blue heart	fr
7294	blue heart	fr
7294	blue heart	fr
7294	blue heart	fr
7295		fr
7296		fr
7297		fr
7298		fr
7299		fr
7300		fr
7301		fr
7302		fr
7303		fr
7304		fr
7305		fr
7306		fr
7307		fr
7308		fr
7309		fr
7310	face with monocle	fr
7311	face with tears of joy	fr
7311	face with tears of joy	fr
7311	face with tears of joy	fr
7311	face with tears of joy	fr
7311	face with tears of joy	fr
7311	face with tears of joy	fr
7311	face with tears of joy	fr
7312		fr
7313		fr
7314		fr
7315		fr
7316		fr
7317		fr
7318		fr
7319		fr
7320		fr
7321	loudly crying face	fr
7321	fire	fr
7321	fire	fr
7321	fire	fr
7322		fr
7323		fr
7324		fr
7325		fr
7326		fr
7327		fr
7328	heart suit	fr
7329		fr
7330		fr
7331	flushed face	fr
7332		fr
7333		fr
7334		fr
7335		fr
7336		fr
7337		fr
7338		fr
7339		fr
7340		fr
7341		fr
7342		fr
7343	frog face	fr
7343	smiling face with heart-eyes	fr
7344		fr
7345	exploding head	fr
7345	exploding head	fr
7345	exploding head	fr
7345	loudly crying face	fr
7345	loudly crying face	fr
7345	loudly crying face	fr
7346		fr
7347		fr
7348		fr
7349		fr
7350		fr
7351		fr
7352		fr
7353		fr
7354		fr
7355		fr
7356		fr
7357		fr
7358		fr
7359		fr
7360		fr
7361	hot pepper	fr
7362		fr
7363		fr
7364		fr
7365	smiling face with heart-eyes	fr
7366		fr
7367	red heart	fr
7367	orange heart	fr
7367	yellow heart	fr
7367	green heart	fr
7367	blue heart	fr
7367	purple heart	fr
7367	black heart	fr
7367	heavy heart exclamation	fr
7367	two hearts	fr
7367	revolving hearts	fr
7367	beating heart	fr
7367	growing heart	fr
7367	sparkling heart	fr
7367	heart with arrow	fr
7367	heart with ribbon	fr
7368		fr
7369		fr
7370		fr
7371		fr
7372		fr
7373		fr
7374		fr
7375		fr
7376		fr
7377		fr
7378		fr
7379		fr
7380		fr
7381		fr
7382		fr
7383		fr
7384	red heart	fr
7385		fr
7386		fr
7387		fr
7388		fr
7389		fr
7390	warning	fr
7391		fr
7392		fr
7393	speaker high volume	fr
7394		fr
7395		fr
7396		fr
7397		fr
7398	smiling face	fr
7399		fr
7400		fr
7401	smiling face with heart-eyes	fr
7401	smiling face with heart-eyes	fr
7402		fr
7403		fr
7404	cat face with tears of joy	fr
7405		fr
7406		fr
7407	thinking face	fr
7408		fr
7409		fr
7410		fr
7411		fr
7412		fr
7413		fr
7414		fr
7415		fr
7416		fr
7417		fr
7418		fr
7419		fr
7420		fr
7421		fr
7422	smiling face with heart-eyes	fr
7423		fr
7424		fr
7425		fr
7426	face with tears of joy	fr
7427		fr
7428		fr
7429		fr
7430	relieved face	fr
7431		fr
7432		fr
7433	red heart	fr
7433	red heart	fr
7433	red heart	fr
7434		fr
7435		fr
7436		fr
7437	latin cross	fr
7437	clapping hands	fr
7438	glass of milk	fr
7438	small blue diamond	fr
7439	beaming face with smiling eyes	fr
7440		fr
7441	red circle	fr
7442	flushed face	fr
7443		fr
7444	beaming face with smiling eyes	fr
7445		fr
7446		fr
7447		fr
7448		fr
7449		fr
7450		fr
7451		fr
7452		fr
7453		fr
7454		fr
7455		fr
7456		fr
7457		fr
7458		fr
7459		fr
7460		fr
7461		fr
7462		fr
7463		fr
7464	loudly crying face	fr
7464	loudly crying face	fr
7465		fr
7466		fr
7467		fr
7468	raising hands	fr
7469		fr
7470		fr
7471		fr
7472		fr
7473		fr
7474		fr
7475		fr
7476		fr
7477		fr
7478		fr
7479		fr
7480		fr
7481		fr
7482		fr
7483		fr
7484	rolling on the floor laughing	fr
7484	rolling on the floor laughing	fr
7484	rolling on the floor laughing	fr
7485		fr
7486		fr
7487	loudly crying face	fr
7488		fr
7489	fire	fr
7489	fire	fr
7489	fire	fr
7490	heavy heart exclamation	fr
7491		fr
7492	heavy heart exclamation	fr
